# f, coupled power
2300000000.0	5062.0	1.34291820478
2303000000.0	5325.0	171.718671071
2306000000.0	5415.0	-5.14785311832
2309000000.0	5711.0	-6.4907713231
2312000000.0	5947.0	-11.1909850398
2315000000.0	6162.0	340.310860696
2318000000.0	6363.0	151.134252963
2321000000.0	6738.0	332.477171168
2324000000.0	6939.0	146.881678648
2327000000.0	7311.0	325.762580144
2330000000.0	7661.0	321.510005829
2333000000.0	7881.0	129.647561686
2336000000.0	8405.0	309.871381387
2339000000.0	8691.0	118.680396347
2342000000.0	9126.0	117.337478143
2345000000.0	9656.0	109.279968914
2348000000.0	10090.0	103.684476394
2351000000.0	10628.0	279.87954148
2354000000.0	11023.0	275.850786866
2357000000.0	11295.0	86.0027200311
2360000000.0	11669.0	75.87487857
2363000000.0	11833.0	68.9364678453
2366000000.0	12030.0	240.207499514
2369000000.0	11905.0	50.8070720808
2372000000.0	11807.0	46.3306780649
2375000000.0	11626.0	36.4826112298
2378000000.0	11367.0	204.620167088
2381000000.0	11096.0	199.472313969
2384000000.0	10694.0	191.19098504
2387000000.0	10162.0	6.2669516223
2390000000.0	9755.0	1.34291820478
2393000000.0	9163.0	173.509228677
2396000000.0	8650.0	167.689916456
2399000000.0	8207.0	165.906353215
2402000000.0	7820.0	343.668156207
2405000000.0	7376.0	155.386827278
2408000000.0	6981.0	334.267728774
2411000000.0	6656.0	147.105498349
2414000000.0	6269.0	143.748202837
2417000000.0	6062.0	139.04798912
2420000000.0	5809.0	319.719448222
2423000000.0	5602.0	317.705070915
2426000000.0	5374.0	133.676316301
2429000000.0	5264.0	314.123955702
2432000000.0	5018.0	131.885758694
2435000000.0	4886.0	119.799494851
2438000000.0	4821.0	304.94734797
2441000000.0	4717.0	304.275888867
2444000000.0	4622.0	118.232756946
2447000000.0	4518.0	115.546920536
2450000000.0	4390.0	296.218379639
2453000000.0	4313.0	115.546920536
2456000000.0	4258.0	288.16087041
2459000000.0	4216.0	286.370312804
2462000000.0	4096.0	102.56537789
2465000000.0	4068.0	284.355935496
2468000000.0	3988.0	101.222459685
2471000000.0	3938.0	89.360015543
2474000000.0	3884.0	272.269671653
2477000000.0	3806.0	277.417524772
2480000000.0	3736.0	267.793277637
2483000000.0	3720.0	268.240917039
2486000000.0	3663.0	260.18340781
2489000000.0	3614.0	258.616669905
2492000000.0	3562.0	257.721391102
2495000000.0	3547.0	72.2937633573
2498000000.0	3457.0	74.7557800661
2501000000.0	3411.0	231.478531183
2504000000.0	3343.0	237.969302506
2507000000.0	3371.0	50.8070720808
2510000000.0	3225.0	233.045269089
2513000000.0	3180.0	46.3306780649
2516000000.0	3155.0	41.6304643482
2519000000.0	3079.0	215.811152127
2522000000.0	3002.0	38.2731688362
2525000000.0	2850.0	203.948707985
2528000000.0	2769.0	20.8152321741
2531000000.0	2736.0	36.4826112298
2534000000.0	2648.0	17.6817563629
2537000000.0	2568.0	194.995919953
2540000000.0	2472.0	24.8439867884
2543000000.0	2438.0	188.281328929
2546000000.0	2301.0	2.23819700797
2549000000.0	2231.0	0.67145910239
2552000000.0	2147.0	-4.02875461434
2555000000.0	2060.0	-5.59549251991
2558000000.0	1971.0	333.372449971
2561000000.0	1934.0	162.772877404
2564000000.0	1910.0	344.787254711
2567000000.0	1794.0	125.618807072
2570000000.0	1644.0	140.614727025
2573000000.0	1575.0	128.528463182
2576000000.0	1464.0	123.380610064
2579000000.0	1293.0	288.608509812
2582000000.0	1331.0	90.2552943462
2585000000.0	1151.0	271.150573149
2588000000.0	1112.0	81.2465513892
2591000000.0	1142.0	239.759860113
2594000000.0	1092.0	214.915873324
2597000000.0	1127.0	25.7392655916
2600000000.0	1242.0	168.137555858
